Leaflet Link,Unuseable,Date,Constituency,Party,Leader Picture included,Leader mentioned,Party Logo,"Leaflet Style (Leaflet, Letter, Magazine, Newsletter, Newspaper, CV or Survey)",Opposition leader pictured,Opposition leader mentioned,"squeeze message",Does it include a graph?
https://electionleaflets.org/leaflets/9445,,"Tuesday 7th April, 2015",Ealing central and Acton,Conservative,yes,no,yes,leaflet,yes,yes,no,no
https://electionleaflets.org/leaflets/9446,,"Tuesday 7th April, 2015",Windsor,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9447,,"Tuesday 7th April, 2015",Hackney North and Stoke Newington,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9448,,"Tuesday 7th April, 2015",Ealing central and Acton,Conservative,yes,yes,yes,letter and leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9449,,"Tuesday 7th April, 2015",Wrexham,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9450,,"Tuesday 7th April, 2015",Oxford East,Green,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9451,,"Tuesday 7th April, 2015",Westminister North,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9452,,"Tuesday 7th April, 2015",Bristol West,Liberal Democrats,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9453,,"Wednesday 8th April, 2015",Edinburgh South west,SNP,yes,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9454,,"Wednesday 8th April, 2015",Edinburgh South west,SNP,yes,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9455,,"Wednesday 8th April, 2015",Watford,Liberal Democrats,no,no,no,leaflet,no,no,yes,yes
https://electionleaflets.org/leaflets/9456,,"Wednesday 8th April, 2015",Watford,Liberal Democrats,no,no,no,leaflet,yes,yes,yes,yes
https://electionleaflets.org/leaflets/9457,,"Wednesday 8th April, 2015",South Dorset,Independent,no,no,no,leter,no,no,no,no
https://electionleaflets.org/leaflets/9458,,"Wednesday 8th April, 2015",Witney,Conservative,yes,yes,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9459,,"Wednesday 8th April, 2015",Witney,Conservative,yes,yes,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9460,,"Wednesday 8th April, 2015",New Forset West,Conservative,no,no,yes,leaflet,no,yes,no,no
https://electionleaflets.org/leaflets/9461,,"Wednesday 8th April, 2015",New Forset West,Conservative,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9462,,"Wednesday 8th April, 2015",Dewsbury,Conservative,yes,yes,yes,newsletter,yes,yes,no,no
https://electionleaflets.org/leaflets/9463,unuseable only part of the leaflet uploaded,"Wednesday 8th April, 2015",Dewsbury,Labour,no,no,no,leaflet,no,yes,no,yes
https://electionleaflets.org/leaflets/9464,,"Wednesday 8th April, 2015",Hornsey and Wood Green,Liberal Democrats,no,no,no,letter,no,no,no,no
https://electionleaflets.org/leaflets/9465,,"Wednesday 8th April, 2015",Hornsey and Wood Green,Liberal Democrats,no,no,no,newspaper,yes,yes,yes,yes
https://electionleaflets.org/leaflets/9466,,"Wednesday 8th April, 2015","Cambridge
",Labour,no,no,no,leaflet,"no
",yes,no,no
https://electionleaflets.org/leaflets/9467,,"Wednesday 8th April, 2015",Leyton and Wanstead,Labour,no,no,no,leaflet,no,yes,no,no
https://electionleaflets.org/leaflets/9468,,"Wednesday 8th April, 2015","Rochester and Strood
",UKIP,no,no,yes,letter,no,"no
","yes
",no
https://electionleaflets.org/leaflets/9469/,,"Wednesday 8th April, 2015","Brighton Kemptown and Peacehaven
",Conservative,no,yes,yes,leaflet,no,yes,no,no
https://electionleaflets.org/leaflets/9470,,"Wednesday 8th April, 2015",Salford and Eccles,Labour,no,no,yes,leaflet,no,yes,no,no
https://electionleaflets.org/leaflets/9471/,,"Wednesday 8th April, 2015","Crawley
",Conservative,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9472/,,"Wednesday 8th April, 2015",Maidstone and The Weald,UKIP,yes,yes,yes,"leaflet
",yes,no,no,no
https://electionleaflets.org/leaflets/9473/,,"Wednesday 8th April, 2015",Maidstone and The Weald,UKIP,no,no,no,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9474/,,"Wednesday 8th April, 2015",Maidstone and The Weald,UKIP,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9475/,,"Wednesday 8th April, 2015",Maidstone and The Weald,UKIP,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9476/,,"Wednesday 8th April, 2015",Maidstone and The Weald,UKIP,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9477,,"Wednesday 8th April, 2015",Maidstone and The Weald,UKIP,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9478/,unuseable,"Wednesday 8th April, 2015",Maidstone and The Weald,"
",,,,,,,,
https://electionleaflets.org/leaflets/9479/,,"Wednesday 8th April, 2015",Bury North,Labour,no,"no
",yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9480/,,"Wednesday 8th April, 2015",Bury North,Labour,no,"no
",yes,survey,no,no,no,no
https://electionleaflets.org/leaflets/9481/,,"Wednesday 8th April, 2015",Sheffield Hallam,Labour,no,"no
",yes,leaflet,no,yes,no,no
https://electionleaflets.org/leaflets/9482/,,"Wednesday 8th April, 2015",Sheffield Central,Green,no,"no
",yes,newsletter,no,no,yes,yes
https://electionleaflets.org/leaflets/9483/,,"Wednesday 8th April, 2015",Sheffield Central,Labour,no,"no
",yes,leaflet,no,yes,yes,yes
https://electionleaflets.org/leaflets/9484/,,"Wednesday 8th April, 2015",Aylesbury,Labour,no,"no
",yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9485/,,"Wednesday 8th April, 2015","Edinburgh South
",SNP,yes,yes,yes,newpaper,no,yes,no,no
https://electionleaflets.org/leaflets/9486/,,"Wednesday 8th April, 2015","Queen Edith's
",Labour,no,"no
",yes,newsletter,no,no,yes,yes
https://electionleaflets.org/leaflets/9487/,,"Wednesday 8th April, 2015","Queen Edith's
",Conservative,no,"no
",yes,newsletter,no,no,no,yes
https://electionleaflets.org/leaflets/9488/,,"Wednesday 8th April, 2015",South Cambs,Liberal Democrats,no,"no
",yes,"leaflet
",no,no,no,yes
https://electionleaflets.org/leaflets/9489/,,"Wednesday 8th April, 2015",South Cambs,Green,no,"no
",yes,newsletter,no,no,"no
",yes
https://electionleaflets.org/leaflets/9490/,,"Wednesday 8th April, 2015",South Holland and The Deepings,Liberal Democrats,no,"no
",yes,newsletter,no,no,no,no
https://electionleaflets.org/leaflets/9491/,,"Wednesday 8th April, 2015",Loughborough,"UKIP
",no,"no
",yes,leaflet,no,no,no,yes
https://electionleaflets.org/leaflets/9492/,,"Wednesday 8th April, 2015",North Down,Alliance,no,"no
",yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9493/,,"Thursday 9th April, 2015","Reading East
",Labour,no,"no
",yes,leaflet,no,yes,yes,yes
https://electionleaflets.org/leaflets/9494/,,"Thursday 9th April, 2015","Bury St Edmunds
",Labour,no,"no
",yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9495/,,"Thursday 9th April, 2015",Telford,Labour,no,"no
",yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9496/,,"Thursday 9th April, 2015",Telford,Conservative,yes,yes,no,magazine,yes,yes,no,no
https://electionleaflets.org/leaflets/9497/,,"Thursday 9th April, 2015",Charnwood,Conservative,no,"no
",yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9498/,,"Thursday 9th April, 2015",Portsmouth South,UKIP,no,"no
",yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9499/,,"Thursday 9th April, 2015",Portsmouth South,Liberal Democrats,no,"no
",yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9500/,,"Thursday 9th April, 2015",Portsmouth South,Liberal Democrats,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9501/,,"Thursday 9th April, 2015",Cardiff West,Labour,no,no,yes,leaflet,no,yes,no,no
https://electionleaflets.org/leaflets/9502/,,"Thursday 9th April, 2015",Portsmouth South,Conservative,yes,yes,yes,newspaper,yes,yes,no,no
https://electionleaflets.org/leaflets/9503/ https://electionleaflets.org/leaflets/9504/,,"Thursday 9th April, 2015",Northumberland,Liberal Democrats,no,no,yes,leaflet,yes,no,yes,yes
https://electionleaflets.org/leaflets/9505,,"Thursday 9th April, 2015",Stroud,Labour,yes,yes,yes,leaflet,no,yes,yes,yes
https://electionleaflets.org/leaflets/9506/,,"Thursday 9th April, 2015",South Holland and The Deepings,Conservative,no,no,no,newspaper,no,no,no,no
https://electionleaflets.org/leaflets/9507/,,"Thursday 9th April, 2015",Ceredigion,"Plaid Cymru
",yes,no,yes,newspaper,yes,yes,no,no
https://electionleaflets.org/leaflets/9508/,,"Thursday 9th April, 2015",Bethnal Green and Bow,Green,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9509/,,"Thursday 9th April, 2015",Gordon,Scottish Liberal Democrats,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9510/,,"Thursday 9th April, 2015",Gordon,Scottish Liberal Democrats,no,no,no,letter,no,no,no,no
https://electionleaflets.org/leaflets/9511/,,"Thursday 9th April, 2015",Gordon,Scottish Liberal Democrats,no,no,no,magazine,no,yes,yes,no
https://electionleaflets.org/leaflets/9512/,,"Thursday 9th April, 2015",Gordon,Scottish Liberal Democrats,no,no,no,magazine,no,yes,yes,no
https://electionleaflets.org/leaflets/9513/,,"Thursday 9th April, 2015",Putney,"UKIP
",no,"no
",yes,"leaflet
",no,no,no,no
https://electionleaflets.org/leaflets/9514/,,"Thursday 9th April, 2015",Chatham and Aylesford,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9515/,,"Thursday 9th April, 2015","Stone, Staffordshire",UKIP,no,no,yes,leaflet,no,no,no,yes
"https://electionleaflets.org/leaflets/9516/
",,"Thursday 9th April, 2015",Bedford and Kempston,Labour,no,no,yes,"leaflet
",no,yes,no,no
https://electionleaflets.org/leaflets/9517/,,"Thursday 9th April, 2015","East Renfrewshire
",Scottish Labour,no,no,yes,leaflet,no,yes,no,no
https://electionleaflets.org/leaflets/9518/,,"Thursday 9th April, 2015",Rushcliffe,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9519/,,"Thursday 9th April, 2015",Bedford and Kempston,Conservative,no,no,no,newspaper,no,no,no,no
https://electionleaflets.org/leaflets/9520/,,"Thursday 9th April, 2015",Edinburgh South West,Scottish Conservative,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9521/,,"Thursday 9th April, 2015","Reading West
",Liberal Democrats,yes,no,yes,leaflet,no,no,no,yes
https://electionleaflets.org/leaflets/9522/ https://electionleaflets.org/leaflets/9523/,,"Thursday 9th April, 2015",Finchley and Golders Green,"Conservative
",no,no,yes,magazine,yes,yes,no,no
https://electionleaflets.org/leaflets/9524/,,"Thursday 9th April, 2015","Ross, Skye and Lochaber","Scottish Liberal Democrats
",no,no,yes,"leaflet
",yes,yes,yes,no
https://electionleaflets.org/leaflets/9525/,,"Thursday 9th April, 2015",Southend West,Conservative,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9526/,,"Friday 10th April, 2015",Ceredigion,"Plaid Cymru
",no,no,yes,survey,no,no,no,"yes
"
https://electionleaflets.org/leaflets/9527,,"Friday 10th April, 2015",Ceredigion,Liberal Democrats,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9528,,"Friday 10th April, 2015",Cambridge,"Liberal Democrats
",no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9529,,"Friday 10th April, 2015",Cambridge,"Liberal Democrats
",no,no,yes,newspaper,no,no,yes,yes
https://electionleaflets.org/leaflets/9530,deleted,,,,,,,,,,,
https://electionleaflets.org/leaflets/9531,,"Friday 10th April, 2015",Cambridge,Conservative,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9532,,"Friday 10th April, 2015",Cambridge,Liberal Democrats,no,no,no,leaflet/ letter,no,no,yes,no
https://electionleaflets.org/leaflets/9533,,"Friday 10th April, 2015",Erith and Thamesmead,Conservative,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9534,,"Friday 10th April, 2015",Portsmouth South,Liberal Democrats,no,no,yes,leaflet,no,no,yes,yes
https://electionleaflets.org/leaflets/9535,,"Friday 10th April, 2015",Portsmouth South,Liberal Democrats,no,no,no,letter,no,no,yes,yes
https://electionleaflets.org/leaflets/9536,,"Friday 10th April, 2015",Thirsk and Molton,UKIP,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9537,,"Friday 10th April, 2015",Sheffield Central,Labour,no,no,yes,leaflet,no,no,"no
",no
https://electionleaflets.org/leaflets/9538,,"Friday 10th April, 2015",Cambridge,Liberal Democrats,no,no,yes,leaflet,"no
",no,no,no
https://electionleaflets.org/leaflets/9539,,"Friday 10th April, 2015",Walthamstow,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9540,,"Friday 10th April, 2015",Bury North,Labour,no,no,yes,newspaper,no,no,no,no
https://electionleaflets.org/leaflets/9541,,"Friday 10th April, 2015",Huntingdon,Labour,no,no,yes,survey,no,no,no,no
https://electionleaflets.org/leaflets/9542,,"Friday 10th April, 2015",Wycombe,Conservative,no,"no
",yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9543,,"Friday 10th April, 2015",Wycombe,Liberal Democrats,no,no,yes,leaflet,yes,no,yes,yes
https://electionleaflets.org/leaflets/9544,,"Friday 10th April, 2015","Dumfriesshire, Clydesdale and Tweeddale",Scottish Conservative,no,no,no,newsletter,no,no,no,no
https://electionleaflets.org/leaflets/9545,,"Friday 10th April, 2015",Bury North,Labour,yes,yes,yes,letter,no,yes,no,"no
"
https://electionleaflets.org/leaflets/9546,,"Friday 10th April, 2015","Dumfriesshire, Clydesdale and Tweeddale",Scottish Labour,no,no,yes,leaflet,no,"no
",yes,no
https://electionleaflets.org/leaflets/9547,,"Friday 10th April, 2015","Dumfriesshire, Clydesdale and Tweeddale",Scottish Conservative,no,no,no,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9548,,"Friday 10th April, 2015",Blackburn,Labour,no,no,yes,leaflet,no,yes,no,no
https://electionleaflets.org/leaflets/9549,,"Friday 10th April, 2015",Stoke North,Independent,,,,leaflet,no,yes,no,no
https://electionleaflets.org/leaflets/9550,same as 9549,,,,,,,,,,,
https://electionleaflets.org/leaflets/9551,same as 9549,,,,,,,,,,,
https://electionleaflets.org/leaflets/9552,,"Friday 10th April, 2015",Stoke-On-Trent North,Independent,no,no,?,"leaflet
",no,no,no,no
https://electionleaflets.org/leaflets/9553,,"Friday 10th April, 2015",Stoke-On-Trent North,Labour,no,no,"
yes","leaflet
",no,no,no,no
https://electionleaflets.org/leaflets/9554,,"Friday 10th April, 2015",Suffolk Coastal,Liberal Democrats,no,"no
",yes,newspaper,no,no,yes,no
https://electionleaflets.org/leaflets/9555,,"Friday 10th April, 2015",Braintree,"Independent
",no,no,no,"leaflet
",no,no,no,no
https://electionleaflets.org/leaflets/9556,,"Friday 10th April, 2015",Edinburgh North and Leith,Scottish Labour,no,no,yes,"leaflet
",no,no,no,no
https://electionleaflets.org/leaflets/9557,partial leaflet ,,,,,,,,,,,
https://electionleaflets.org/leaflets/9558,,"Friday 10th April, 2015",Inverclyde,Scottish Labour,no,no,yes,leaflet,no,yes,no,no
https://electionleaflets.org/leaflets/9559,,"Friday 10th April, 2015","Gillingham and Rainham
",Social Democrats,no,no,"yes
",leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9560,,"Friday 10th April, 2015",Jarrow,UKIP,no,"no
",yes,leaflet,no,no,"yes
",no
https://electionleaflets.org/leaflets/9561,,"Friday 10th April, 2015","Dumfriesshire, Clydesdale and Tweeddale",Scottish Liberal Democrats,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9562,,"Friday 10th April, 2015",Bournemouth West,Labour,"no
",no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9563,,"Saturday 11th April, 2015","Edinburgh West
",Scottish Liberal Democrats,no,no,no,leaflet,no,no,"yes
",no
https://electionleaflets.org/leaflets/9564,,"Saturday 11th April, 2015",South West Norfolk,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9565,,"Saturday 11th April, 2015","Exeter
",Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9566,,"Saturday 11th April, 2015",Brighton Pavillion,Green,no,no,yes,leaflet,no,no,no,yes
https://electionleaflets.org/leaflets/9567,,"Saturday 11th April, 2015",Altricham and Sale West,Labour,no,no,yes,newsletter,no,no,no,no
https://electionleaflets.org/leaflets/9568,,"Saturday 11th April, 2015",Colchester,Conservative,no,no,no,newsletter,no,no,no,no
https://electionleaflets.org/leaflets/9569,,"Saturday 11th April, 2015",Colchester,Liberal Democrats,no,no,yes,leaflet,yes,yes,"yes
",no
https://electionleaflets.org/leaflets/9570,,"Saturday 11th April, 2015",Colchester,Liberal Democrats,no,no,no,letter,no,no,no,no
https://electionleaflets.org/leaflets/9571,,"Saturday 11th April, 2015","Exeter
",Labour,no,no,yes,survey,no,no,no,no
https://electionleaflets.org/leaflets/9572,,"Saturday 11th April, 2015",Colchester,Liberal Democrats,no,no,no,newsletter,no,no,no,no
https://electionleaflets.org/leaflets/9573,,"Saturday 11th April, 2015",Oxford East,Green,no,no,yes,leaflet,no,no,no,yes
https://electionleaflets.org/leaflets/9574,,"Saturday 11th April, 2015",Derbyshire Dales,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9575,,"Saturday 11th April, 2015",Hove,Labour,no,on,yes,letter and leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9576,,"Saturday 11th April, 2015",Stalybridge and Hyde,Independent,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9577,,"Saturday 11th April, 2015",Stalybridge and Hyde,Independent,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9578,,"Saturday 11th April, 2015",Skipton and Ripon,Conservative,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9579,,"Saturday 11th April, 2015",Ceredigon,Labour,no,no,yes,leaflet,no,no,no,on
https://electionleaflets.org/leaflets/9580,,"Saturday 11th April, 2015","Dumfriesshire, Clydesdale and Tweeddale",Conservative,no,no,no,newsletter,no,no,no,no
https://electionleaflets.org/leaflets/9581,,"Saturday 11th April, 2015",Cambirdge,Conservative,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9582,,"Saturday 11th April, 2015",South Holland and the Deepings,Independent,no,no,no,letter,no,no,no,no
https://electionleaflets.org/leaflets/9583,,"Saturday 11th April, 2015",Dumfries and Galloway,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9584,,"Saturday 11th April, 2015",Lewisham West and Penge,TUSC,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9585,,"Saturday 11th April, 2015",Reading West,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9586,,"Sunday 12th April, 2015",Colchester,Liberal Democrats,no,no,yes,letter,no,no,"yes
",yes
https://electionleaflets.org/leaflets/9587,,"Sunday 12th April, 2015",Colchester,Liberal Democrats,no,no,yes,leaflet,no,no,"yes
",yes
https://electionleaflets.org/leaflets/9588,,"Sunday 12th April, 2015",Lewisham East,UKIP ,yes,yes,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9589,,"Sunday 12th April, 2015",Finchley and Golders Green,Labour,yes,yes,no,newsletter,no,no,"yes
",yes
https://electionleaflets.org/leaflets/9590,,"Sunday 12th April, 2015",Erith and Thamesmead,Labour,no,no,yes,letter and survey,no,no,no,no
https://electionleaflets.org/leaflets/9591,,"Sunday 12th April, 2015",Aberdeen North,SNP,yes,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9592,,"Sunday 12th April, 2015",Cambridge,Labour,yes,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9593,,"Sunday 12th April, 2015",Tynemouth,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9594,,"Sunday 12th April, 2015",Tynemouth,Conservative,yes,yes,yes,leaflet,yes,yes,no,no
https://electionleaflets.org/leaflets/9595,,"Sunday 12th April, 2015",Belfast South,Alliance,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9596,,"Sunday 12th April, 2015",Ellesmere Port and Neston,Left Unity,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9597,,"Sunday 12th April, 2015",Portsmouth South,Conservative,no,no,yes,newsletter,no,no,no,no
https://electionleaflets.org/leaflets/9598,,"Sunday 12th April, 2015",Southend West,Green,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9599,,"Sunday 12th April, 2015","Inverness Nairn, Badenoch and Strathspey",Conservative,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9600,,"Sunday 12th April, 2015","Inverness Nairn, Badenoch and Strathspey",Conservative,no,no,no,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9601,,"Sunday 12th April, 2015","Inverness Nairn, Badenoch and Strathspey",Conservative,no,no,no,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9602,,"Sunday 12th April, 2015",Broxtowe,Justice For Men and Boys,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9603,,"Sunday 12th April, 2015",Saffron walden,Independent,no,no,no,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9604,,"Sunday 12th April, 2015",Saffron walden,Independent,no,no,no,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9605,,"Sunday 12th April, 2015",Saffron walden,Labour,yes,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9606,,"Sunday 12th April, 2015",Islington North,Conservative,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9607,,"Sunday 12th April, 2015",Islington North,Green,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9608,,"Sunday 12th April, 2015",Islington North,Conservative,no,no,yes,letter,no,no,no,no
https://electionleaflets.org/leaflets/9609,,"Sunday 12th April, 2015",Croydon Central,Labour,yes,yes,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9610,,"Sunday 12th April, 2015",Croydon Central,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9611,,"Sunday 12th April, 2015",Lewisham East,UKIP,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9612,,"Sunday 12th April, 2015",Maidstone and the Weald,National Health Action Party,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9613,,"Sunday 12th April, 2015",Sleaford and North Hykeham,Independent,no,no,no,leaflet,,,,
https://electionleaflets.org/leaflets/9614,,"Sunday 12th April, 2015",Cambridge,Liberal Democrats,no,no,yes,leaflet,no,no,yes,yes
https://electionleaflets.org/leaflets/9615,,"Sunday 12th April, 2015",Darlington,Conservative,no,no,no,letter,no,no,no,no
https://electionleaflets.org/leaflets/9616,,"Sunday 12th April, 2015",Stroud,Green,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9617,,"Sunday 12th April, 2015",Stroud,Liberal Democrats,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9618,,"Sunday 12th April, 2015",Stroud,Labour,no,no,yes,leaflet,no,no,yes,yes
https://electionleaflets.org/leaflets/9619,,"Sunday 12th April, 2015",South Thanet,Independent,no,no,no,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9620,,"Sunday 12th April, 2015",Lambirdge,Independent,no,no,no,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9621,,"Sunday 12th April, 2015",Lambirdge,Independent,no,no,no,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9622,,"Sunday 12th April, 2015",East Devon,Independent,no,no,no,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9623,,"Sunday 12th April, 2015",Bath ,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9624,,"Sunday 12th April, 2015",Bath,Liberal Democrats,no,no,yes,letter and leaflet,no,no,yes,yes
https://electionleaflets.org/leaflets/9625,,"Sunday 12th April, 2015",Bath,Liberal Democrats,no,no,yes,letter,no,no,yes,yes
https://electionleaflets.org/leaflets/9626,,"Sunday 12th April, 2015",Bath,Liberal Democrats,no,no,yes,leaflet,no,no,yes,yes
https://electionleaflets.org/leaflets/9627,,"Sunday 12th April, 2015",Bristol West,Liberal Democrats,no,no,yes,newsletter,no,no,no,no
https://electionleaflets.org/leaflets/9628,,"Sunday 12th April, 2015",Bath,Liberal Democrats,no,no,yes,leaflet,no,no,yes,yes
https://electionleaflets.org/leaflets/9629,,"Monday 13th April, 2015",Darlington,Conservative,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9630,,"Monday 13th April, 2015",Hove,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9631,,"Monday 13th April, 2015",South Derbyshire,Conservative,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9632,,"Monday 13th April, 2015",South Derbyshire,Conservative,yes,yes,yes,leaflet,yes,yes,no,no
https://electionleaflets.org/leaflets/9633,,"Monday 13th April, 2015",Bath,Liberal Democrats,no,no,yes,leaflet,yes,yes,yes,no
https://electionleaflets.org/leaflets/9634,,"Monday 13th April, 2015",Bath,Liberal Democrats,no,no,yes,leaflet,no,no,yes,yes
https://electionleaflets.org/leaflets/9635,,"Monday 13th April, 2015",Hertsmere,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9636,,"Monday 13th April, 2015",Richmond Park,Conservative,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9637,,"Monday 13th April, 2015",Oxford East,Green,yes,no,yes,leaflet,no,no,yes,no
https://electionleaflets.org/leaflets/9638,,"Monday 13th April, 2015",Arundel and South Downs,UKIP,no,no,yes,leaflet,no,yes,no,no
https://electionleaflets.org/leaflets/9639,,"Monday 13th April, 2015","Lewisham, Deptford",UKIP,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9640,,"Monday 13th April, 2015",North West Cambirdgeshire,UKIP,no,no,yes,leaflet,yes,yes,no,no
https://electionleaflets.org/leaflets/9641,,"Monday 13th April, 2015",Hornsey and Wood Green,Liberal Democrats,no,no,yes,leaflet,no,yes,yes,yes
https://electionleaflets.org/leaflets/9642,,"Monday 13th April, 2015",Hornsey and Wood Green,Liberal Democrats,no,no,yes,letter,no,no,no,no
https://electionleaflets.org/leaflets/9643,,"Monday 13th April, 2015",North Dorset,Liberal Democrats,no,no,yes,leaflet,no,no,yes,yes
https://electionleaflets.org/leaflets/9644,,"Monday 13th April, 2015",Henley,Labour,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9645,,"Monday 13th April, 2015",Stirling,SNP,yes,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9646,,"Monday 13th April, 2015",Barrow and Furness,Liberal Democrats,no,no,yes,leaflet,no,no,no,no
https://electionleaflets.org/leaflets/9647,,"Monday 13th April, 2015",Ribble Valley,Labour,no,no,yes,leaflet,no,no,no,no
